AAPL,AAPL_VOL,XOM,XOM_VOL,JNJ,JNJ_VOL,JPM,JPM_VOL,PG,PG_VOL,CAT,CAT_VOL
21.241077423095703,200298800,51.8325080871582,19331600,77.0984878540039,12465800,40.764530181884766,44334700,61.21831893920898,12343900,48.666748046875,7055000
21.306814193725582,161405600,52.763648986816406,16767200,77.1894760131836,9035000,44.15964889526367,37011400,62.05345153808594,9306100,50.04567337036133,4297400
21.907548904418945,196231600,52.887393951416016,15912200,77.56851959228516,10452800,44.82024383544922,23730700,62.42124557495117,9352600,51.678199768066406,4819400
22.24306297302246,179452800,53.39529800415039,17006700,77.7049789428711,8904000,45.14286422729492,21580100,63.17208099365234,10892900,53.30278778076172,7373800
21.8214111328125,156084000,53.68831634521485,14873700,79.0240707397461,10744600,44.40546798706055,17037800,62.81198501586914,7702600,52.399356842041016,6175500
21.77153778076172,141496800,53.72087478637695,13615900,79.53565979003906,9343300,44.41313552856445,15658200,62.66641998291016,7709600,51.8446159362793,4994900
21.96195602416992,137123200,53.64923858642578,14595200,79.9862060546875,6947000,44.98924255371094,14882800,62.92691421508789,6916500,53.342411041259766,5787700
21.465499877929688,127770400,52.8939094543457,11041600,79.4745864868164,6629200,43.10731506347656,31772500,62.68172454833984,5840600,52.129920959472656,5599400
21.785139083862305,145022800,53.08273315429688,13777500,80.14655303955078,9076100,43.1226921081543,25560100,62.49016189575195,6759800,52.20916748046875,6439200
21.93476104736328,110330800,53.401817321777344,13706400,81.2308349609375,8092500,43.79095458984375,14473300,63.087799072265625,6789700,52.676734924316406,4277200
21.96875762939453,115964400,53.23249816894531,14343300,80.77267456054688,9049400,44.19806671142578,20947500,62.137725830078125,9281100,52.99374008178711,4149800
21.91888427734375,140865200,52.19063186645508,18903600,80.33746337890625,10111100,43.24559020996094,19554100,61.517127990722656,11065300,53.651485443115234,8643200
22.789384841918945,201628400,52.92647171020508,15730600,81.87225341796875,8298500,45.4731559753418,23958100,62.23736190795898,9483900,54.753047943115234,4451600
22.839250564575195,132678400,53.85110855102539,14094400,81.73479461669922,9767000,45.9033088684082,20943100,63.24869537353516,12096600,54.98287582397461,4801300
23.00927734375,147822800,53.65574264526367,13216200,81.43701934814453,6927200,46.05693435668945,15790600,63.47088623046875,8747100,56.861061096191406,7172700
23.351585388183597,184220400,53.584129333496094,18402700,81.32246398925781,6715700,46.126068115234375,18459000,63.96892547607422,9406700,57.72488021850586,9521500
23.093149185180664,143315600,54.99713897705078,18945600,81.50575256347656,6973500,46.04157638549805,12832400,63.67012405395508,6792400,59.254390716552734,10740400
22.90272521972656,126247600,53.80552291870117,14003900,81.10868072509766,7632900,45.15053939819336,14132900,63.63947296142578,7788400,56.8452262878418,8748400
22.923141479492188,108806800,53.65574264526367,14139300,81.58209991455078,7564200,45.41169738769531,13238800,63.56285095214844,8954800,56.9561767578125,4907900
22.934465408325195,134054400,53.51250457763672,15898300,81.81117248535156,10474700,45.019962310791016,21139200,63.04182434082031,10385600,56.552001953125,6352400
23.18157196044922,109632800,53.519004821777344,15370200,82.24644470214844,7763800,45.58069610595703,21055000,62.635780334472656,11109500,57.69319915771485,4787000
23.240497589111328,100304400,53.66227722167969,13344600,82.20823669433594,7242800,45.41169738769531,13436100,62.19138717651367,12389300,57.63771438598633,5060000
23.70749282836914,160270800,53.92925643920898,9213000,82.28461456298828,8476600,45.4731559753418,10910500,62.29863739013672,9297800,57.40788650512695,4674400
24.02259063720703,153214000,53.961795806884766,11492100,82.0173568725586,7065100,45.258087158203125,17423900,62.32162857055664,9490300,58.91362380981445,6641200
